Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000165650.11	-1.55662211391316	5.1968268651236	-6.35895875043554	3.6960284729947e-06	0.00033467537822967	4.56124405292942
ENSG00000235568.6	-1.61748727242836	9.39880028569248	-6.34993688073535	3.76732515040157e-06	0.00033901246446595	4.53267551383341
ENSG00000163931.15	-1.41938032966466	9.78583628813346	-6.34130960067267	3.8368273740871e-06	0.000340652052150962	4.51752121301319
ENSG00000180871.7	-2.02824408453822	10.203372684701	-6.3374857516258	3.86805330091497e-06	0.000340652052150962	4.51221992417302
ENSG00000159720.11	-1.27133288267877	8.05483713509646	-6.33613150188682	3.87917482799827e-06	0.000340652052150962	4.49521799922533
ENSG00000135049.15	-1.23876030051981	6.70073066141585	-6.33608028025984	3.87959612126648e-06	0.000340652052150962	4.49406754431096
ENSG00000175274.18	-1.7334895852584	6.76590199516466	-6.33208354248959	3.9126144830358e-06	0.000341481678495318	4.48702366560368
ENSG00000120129.5	-2.23095764031225	7.54555760913399	-6.32501627461	3.97170883022709e-06	0.000344563578037905	4.47270151860654
ENSG00000075426.11	-1.37820511563835	7.73606129250536	-6.32172126714239	3.99957375308661e-06	0.000344915622230469	4.46428495512005
ENSG00000282508.1	-2.29072907691602	5.81182603550384	-6.31228729929209	4.08047154707914e-06	0.000349809892154335	4.46499139129538
ENSG00000116729.13	-1.9973002537738	5.49199769994115	-6.30886534634981	4.11022968233357e-06	0.000350288280221463	4.45834872028449
ENSG00000113532.12	-1.22355150487398	6.88043551467052	-6.29338974765554	4.2476225858577e-06	0.000357440999195261	4.40527574099927
ENSG00000129824.15	-5.29108820942461	3.82620879156562	-6.29328233067194	4.24859256994102e-06	0.000357440999195261	4.14101582956105
ENSG00000189077.10	-1.38358993283452	5.56791048190934	-6.28796939504156	4.29685420694992e-06	0.000357440999195261	4.412163289619
ENSG00000135677.10	-1.2075413902834	7.90628163732486	-6.28571971009271	4.31745946994366e-06	0.000357440999195261	4.39047073189611
